Name,class,lon,lat,subset,start_date,end_date
Maize,7,37.2258078,-0.8753867,training,12/10/2021,12/10/2022
Maize,7,37.22492331,-0.872461613,training,13/10/2021,13/10/2022
Maize,7,37.22665224,-0.870101977,training,14/10/2021,14/10/2022
Maize,7,37.2258611,-0.865513898,training,15/10/2021,15/10/2022
Maize,7,37.15558144,-0.932799198,training,16/10/2021,16/10/2022
Sorghum,33,37.2312437,-0.8685156,training,17/10/2021,17/10/2022
Maize,7,37.144786,-0.7957047,training,18/10/2021,18/10/2022
Maize,7,37.1463627,-0.7949687,training,19/10/2021,19/10/2022
Beans,12,37.1484151,-0.7949432,training,20/10/2021,20/10/2022
Avocado,8,37.1475778,-0.7994166,training,21/10/2021,21/10/2022
Maize,7,37.1432462,-0.800187,training,22/10/2021,22/10/2022
Bananas,20,37.1419456,-0.8076698,training,23/10/2021,23/10/2022
Tomatoes,34,37.1437736,-0.8093708,training,24/10/2021,24/10/2022
Maize,7,37.1445304,-0.8122101,training,25/10/2021,25/10/2022
Bananas,20,37.1453966,-0.8255211,training,26/10/2021,26/10/2022
Beans,12,37.146147,-0.8311212,training,27/10/2021,27/10/2022
Maize,7,37.1479351,-0.8408233,training,28/10/2021,28/10/2022
Maize,7,37.1476444,-0.7949019,training,29/10/2021,29/10/2022
Beans,12,37.1452651,-0.8416058,training,30/10/2021,30/10/2022
Maize,7,37.1486625,-0.7949694,training,31/10/2021,31/10/2022
Maize,7,37.1388738,-0.8431578,training,01/11/2021,01/11/2022
Shrub,9,37.1476073,-0.8087545,training,02/11/2021,02/11/2022
Maize,7,37.1396387,-0.7966921,training,03/11/2021,03/11/2022
Maize,7,37.23421822,-0.865516792,training,04/11/2021,04/11/2022
Guava,35,37.2385483,-0.9353333,training,05/11/2021,05/11/2022
Maize,7,37.2376489,-0.9347361,training,06/11/2021,06/11/2022
Tomatoes,34,37.2255233,-0.9179364,training,07/11/2021,07/11/2022
Sorghum,33,37.15326977,-0.935056538,training,08/11/2021,08/11/2022
Maize,7,37.23524477,-0.864658215,training,09/11/2021,09/11/2022
Maize,7,37.23611889,-0.863975212,training,10/11/2021,10/11/2022
Bananas,20,37.1478167,-0.937263714,training,11/11/2021,11/11/2022
Maize,7,37.1438377,-0.9452941,training,12/11/2021,12/11/2022
Maize,7,37.2368479,-0.8759613,training,13/11/2021,13/11/2022
Maize,7,37.143022,-0.9461442,training,14/11/2021,14/11/2022
Maize,7,37.2390512,-0.8750311,training,15/11/2021,15/11/2022
Maize,7,37.14939319,-0.944595231,training,16/11/2021,16/11/2022
Avocado,8,37.241139,-0.8733464,training,17/11/2021,17/11/2022
Maize,7,37.2468822,-0.8796829,training,18/11/2021,18/11/2022
Maize,7,37.2478981,-0.8812332,training,19/11/2021,19/11/2022
Sorghum,33,37.15498037,-0.947109166,training,20/11/2021,20/11/2022
Bananas,20,37.2435441,-0.8841728,training,21/11/2021,21/11/2022
Kales,28,37.16007356,-0.940694094,training,22/11/2021,22/11/2022
Beans,12,37.233239,-0.8961906,training,23/11/2021,23/11/2022
Maize,7,37.1746035,-0.951957602,training,24/11/2021,24/11/2022
Sorghum,33,37.14929671,-0.943966264,training,25/11/2021,25/11/2022
Maize,7,37.16407267,-0.943629594,training,26/11/2021,26/11/2022
Sorghum,33,37.15378305,-0.93771904,training,27/11/2021,27/11/2022
Maize,7,37.01635544,-0.633769633,training,28/11/2021,28/11/2022
Tea,29,36.90075585,-0.636659318,training,29/11/2021,29/11/2022
Maize,7,37.0316627,-0.63138,training,30/11/2021,30/11/2022
Tea,29,36.90162779,-0.636382328,training,01/12/2021,01/12/2022
Maize,7,37.0328984,-0.6316332,training,02/12/2021,02/12/2022
Coffee,18,37.0099713,-0.6136525,training,03/12/2021,03/12/2022
Coffee,18,36.89856887,-0.633246072,training,04/12/2021,04/12/2022
Maize,7,37.030385,-0.6384017,training,05/12/2021,05/12/2022
Coffee,18,36.9836289,-0.6021652,training,06/12/2021,06/12/2022
Maize,7,36.8926327,-0.629104,training,07/12/2021,07/12/2022
Tea,29,36.89233205,-0.630191376,training,08/12/2021,08/12/2022
Shrub,9,37.055925,-0.6470767,training,09/12/2021,09/12/2022
Maize,7,36.8875848,-0.6282183,training,10/12/2021,10/12/2022
Maize,7,37.0573933,-0.6463617,training,11/12/2021,11/12/2022
Tea,29,36.9681387,-0.6047798,training,12/12/2021,12/12/2022
Tea,29,36.9695182,-0.6058679,training,13/12/2021,13/12/2022
Tea,29,36.8747582,-0.6249683,training,14/12/2021,14/12/2022
Bananas,20,37.0725167,-0.6563917,training,15/12/2021,15/12/2022
Tea,29,36.8621945,-0.6223204,training,16/12/2021,16/12/2022
Tea,29,36.9784037,-0.6119048,training,17/12/2021,17/12/2022
Tea,29,36.8648474,-0.6252243,training,18/12/2021,18/12/2022
Maize,7,37.0749117,-0.6604167,training,19/12/2021,19/12/2022
Beans,12,37.0726163,-0.659717,training,20/12/2021,20/12/2022
Coffee,18,36.9825489,-0.6160212,training,21/12/2021,21/12/2022
Maize,7,37.0732633,-0.651505,training,22/12/2021,22/12/2022
Maize,7,36.8546231,-0.6307039,training,23/12/2021,23/12/2022
Tea,29,36.851937,-0.6305597,training,24/12/2021,24/12/2022
Maize,7,37.0799983,-0.6489367,training,25/12/2021,25/12/2022
Coffee,18,36.9771233,-0.623245,training,26/12/2021,26/12/2022
Maize,7,36.8487613,-0.6271379,training,27/12/2021,27/12/2022
Coffee,18,36.9829774,-0.6272624,training,28/12/2021,28/12/2022
Maize,7,36.8373186,-0.6299418,training,29/12/2021,29/12/2022
Coffee,18,37.0691471,-0.6349591,training,30/12/2021,30/12/2022
Coffee,18,36.9857933,-0.627285,training,31/12/2021,31/12/2022
Maize,7,36.8333593,-0.6250262,training,01/01/2022,01/01/2023
Arrowroot,16,36.995503,-0.628231,training,02/01/2022,02/01/2023
Tea,29,36.82941346,-0.620902819,training,03/01/2022,03/01/2023
Napier,19,37.0787417,-0.636035,training,04/01/2022,04/01/2023
Coffee,18,37.0021826,-0.6275453,training,05/01/2022,05/01/2023
Maize,7,36.8238324,-0.61723653,training,06/01/2022,06/01/2023
Napier,19,37.0737217,-0.6345183,training,07/01/2022,07/01/2023
Tea,29,36.82993355,-0.613137389,training,08/01/2022,08/01/2023
Tea,29,36.8438912,-0.6147828,training,09/01/2022,09/01/2023
Coffee,18,36.980594,-0.6212788,training,10/01/2022,10/01/2023
Tea,29,36.8268496,-0.613223528,training,11/01/2022,11/01/2023
Maize,7,37.074135,-0.622575,training,12/01/2022,12/01/2023
Macadamia,10,36.9727786,-0.6217059,training,13/01/2022,13/01/2023
Tea,29,36.83478346,-0.615010913,training,14/01/2022,14/01/2023
Tea,29,36.8438956,-0.6148288,training,15/01/2022,15/01/2023
Tea,29,36.83305412,-0.609715513,training,16/01/2022,16/01/2023
Tea,29,36.82694866,-0.606405617,training,17/01/2022,17/01/2023
Shrub,9,37.093715,-0.62886,training,18/01/2022,18/01/2023
Bananas,20,36.964642,-0.6228958,training,19/01/2022,19/01/2023
Tea,29,36.8401227,-0.613048,training,20/01/2022,20/01/2023
Napier,19,36.844705,-0.6120168,training,21/01/2022,21/01/2023
Maize,7,36.84819,-0.6120235,training,22/01/2022,22/01/2023
Maize,7,36.9626758,-0.6271264,training,23/01/2022,23/01/2023
Maize,7,36.8500463,-0.6077374,training,24/01/2022,24/01/2023
Tea,29,36.84970692,-0.607488374,training,25/01/2022,25/01/2023
Maize,7,37.1015942,-0.6420937,training,26/01/2022,26/01/2023
Maize,7,36.9499965,-0.6175745,training,27/01/2022,27/01/2023
Tea,29,36.8562123,-0.6023067,training,28/01/2022,28/01/2023
Maize,7,36.950424,-0.6135733,training,29/01/2022,29/01/2023
Coffee,18,36.9557284,-0.6102135,training,30/01/2022,30/01/2023
Coffee,18,36.959955,-0.611325,training,31/01/2022,31/01/2023
Tea,29,36.9404299,-0.6113896,training,01/02/2022,01/02/2023
Tea,29,36.93706,-0.6147865,training,02/02/2022,02/02/2023
Tea,29,36.9374383,-0.6157062,training,03/02/2022,03/02/2023
Bananas,20,37.02908,-0.65366,training,04/02/2022,04/02/2023
Bananas,20,37.0325678,-0.6529867,training,05/02/2022,05/02/2023
Coffee,18,37.03854882,-0.65264044,training,06/02/2022,06/02/2023
Bananas,20,37.0443245,-0.6502691,training,07/02/2022,07/02/2023
Bananas,20,37.0443333,-0.6502867,training,08/02/2022,08/02/2023
Maize,7,37.03964931,-0.656096742,training,09/02/2022,09/02/2023
Maize,7,37.04652576,-0.655853401,training,10/02/2022,10/02/2023
Beans,12,37.0504482,-0.6552533,training,11/02/2022,11/02/2023
Coffee,18,37.0481804,-0.656614,training,12/02/2022,12/02/2023
Beans,12,37.051405,-0.6601667,training,13/02/2022,13/02/2023
Maize,7,37.0556962,-0.6576382,training,14/02/2022,14/02/2023
Maize,7,37.0540767,-0.6630967,training,15/02/2022,15/02/2023
Maize,7,37.0554917,-0.666735,training,16/02/2022,16/02/2023
Maize,7,37.0749915,-0.6745979,training,17/02/2022,17/02/2023
Shrub,9,37.0855983,-0.677925,training,18/02/2022,18/02/2023
Maize,7,37.08527815,-0.678025309,training,19/02/2022,19/02/2023
Maize,7,36.9888944,-0.6505711,training,20/02/2022,20/02/2023
Avocado,8,36.9865275,-0.653375,training,21/02/2022,21/02/2023
Coffee,18,36.973919,-0.6532565,training,22/02/2022,22/02/2023
Coffee,18,36.96417,-0.6543333,training,23/02/2022,23/02/2023
Coffee,18,36.9593833,-0.6556082,training,24/02/2022,24/02/2023
Coffee,18,36.9585453,-0.6546739,training,25/02/2022,25/02/2023
Tea,29,36.9556467,-0.6541583,training,26/02/2022,26/02/2023
Coffee,18,36.9512644,-0.6535649,training,27/02/2022,27/02/2023
Maize,7,36.955542,-0.6497969,training,28/02/2022,28/02/2023
Coffee,18,36.9508217,-0.6478468,training,01/03/2022,01/03/2023
Maize,7,36.9471499,-0.6474344,training,02/03/2022,02/03/2023
Tea,29,36.9438052,-0.6463633,training,03/03/2022,03/03/2023
Maize,7,36.9415117,-0.6444016,training,04/03/2022,04/03/2023
Maize,7,36.9934344,-0.6488644,training,05/03/2022,05/03/2023
Coffee,18,36.9888253,-0.6465272,training,06/03/2022,06/03/2023
Maize,7,36.98719031,-0.64845788,training,07/03/2022,07/03/2023
Mango,11,37.0574083,-0.673855,training,08/03/2022,08/03/2023
Shrub,9,37.1205217,-0.7051383,training,09/03/2022,09/03/2023
Coffee,18,37.1081072,-0.6726256,training,10/03/2022,10/03/2023
Maize,7,37.1052867,-0.6706955,training,11/03/2022,11/03/2023
Shrub,9,37.095175,-0.6669067,training,12/03/2022,12/03/2023
Beans,12,37.0908608,-0.6630463,training,13/03/2022,13/03/2023
Maize,7,37.0875634,-0.667866,training,14/03/2022,14/03/2023
Maize,7,37.0876467,-0.6676167,training,15/03/2022,15/03/2023
Maize,7,37.087365,-0.6656835,training,16/03/2022,16/03/2023
Maize,7,37.0994511,-0.6611073,training,17/03/2022,17/03/2023
Maize,7,37.0147607,-0.630200259,training,18/03/2022,18/03/2023
Maize,7,36.9444597,-0.6405301,training,19/03/2022,19/03/2023
Tea,29,36.9403625,-0.6405653,training,20/03/2022,20/03/2023
Tea,29,36.9343347,-0.6374615,training,21/03/2022,21/03/2023
Coffee,18,36.935149,-0.6363306,training,22/03/2022,22/03/2023
Coffee,18,36.9668672,-0.6387662,training,23/03/2022,23/03/2023
Maize,7,36.9717379,-0.6451323,training,24/03/2022,24/03/2023
Coffee,18,36.9656983,-0.6424433,training,25/03/2022,25/03/2023
Maize,7,36.9625042,-0.6355891,training,26/03/2022,26/03/2023
Coffee,18,36.9550967,-0.6293239,training,27/03/2022,27/03/2023
Maize,7,36.9443681,-0.6189817,training,28/03/2022,28/03/2023
Tea,29,36.9459667,-0.6062467,training,29/03/2022,29/03/2023
Coffee,18,36.9793896,-0.6004675,training,30/03/2022,30/03/2023
Coffee,18,37.0182661,-0.6246804,training,31/03/2022,31/03/2023
Maize,7,37.0149797,-0.6261675,training,01/04/2022,01/04/2023
Maize,7,37.01629729,-0.632340807,training,02/04/2022,02/04/2023
Maize,7,37.0167726,-0.6373142,training,03/04/2022,03/04/2023
Coffee,18,37.01784035,-0.643083375,training,04/04/2022,04/04/2023
Maize,7,37.0201948,-0.6490333,training,05/04/2022,05/04/2023
Bananas,20,37.0237625,-0.6682584,training,06/04/2022,06/04/2023
Maize,7,36.9220835,-0.6347155,training,07/04/2022,07/04/2023
Tea,29,36.9235574,-0.6366931,training,08/04/2022,08/04/2023
Avocado,8,36.9275872,-0.6384355,training,09/04/2022,09/04/2023
Tea,29,36.9297541,-0.6375817,training,10/04/2022,10/04/2023
Maize,7,36.956369,-0.6417921,training,11/04/2022,11/04/2023
Maize,7,36.9563219,-0.6418348,training,12/04/2022,12/04/2023
Maize,7,36.943683,-0.6418234,training,13/04/2022,13/04/2023
Maize,7,36.9437081,-0.6420448,training,14/04/2022,14/04/2023
Maize,7,36.9378795,-0.6399121,training,15/04/2022,15/04/2023
Maize,7,36.9375528,-0.6398871,training,16/04/2022,16/04/2023
Bananas,20,36.9370084,-0.6394016,training,17/04/2022,17/04/2023
Potatoes,15,36.9231687,-0.6362828,training,18/04/2022,18/04/2023
Avocado,8,36.9233055,-0.6361355,training,19/04/2022,19/04/2023
Maize,7,36.9224989,-0.6350383,training,20/04/2022,20/04/2023
Maize,7,36.9177828,-0.6374141,training,21/04/2022,21/04/2023
Maize,7,36.9181175,-0.636363,training,22/04/2022,22/04/2023
Maize,7,36.9183062,-0.6361391,training,23/04/2022,23/04/2023
Maize,7,36.9177628,-0.636559,training,24/04/2022,24/04/2023
Maize,7,36.9175907,-0.6364613,training,25/04/2022,25/04/2023
Maize,7,36.917731,-0.637912,training,26/04/2022,26/04/2023
Maize,7,36.9175455,-0.637651,training,27/04/2022,27/04/2023
Maize,7,36.9176077,-0.637562,training,28/04/2022,28/04/2023
Maize,7,36.9170412,-0.637335,training,29/04/2022,29/04/2023
Tea,29,36.9173472,-0.6375184,training,30/04/2022,30/04/2023
Coffee,18,36.919846,-0.6367028,training,01/05/2022,01/05/2023
Coffee,18,36.9201195,-0.6361676,training,02/05/2022,02/05/2023
Tea,29,36.9205942,-0.6355775,training,03/05/2022,03/05/2023
Coffee,18,36.9206399,-0.6353449,training,04/05/2022,04/05/2023
Tea,29,36.9209006,-0.6350777,training,05/05/2022,05/05/2023
Tea,29,36.9218566,-0.6348463,training,06/05/2022,06/05/2023
Bananas,20,36.94421076,-0.799350496,training,07/05/2022,07/05/2023
Napier,19,36.93992689,-0.801966256,training,08/05/2022,08/05/2023
Napier,19,36.9348025,-0.804518448,training,09/05/2022,09/05/2023
Macadamia,10,36.93515095,-0.805029357,training,10/05/2022,10/05/2023
Maize,7,36.93081764,-0.807288423,training,11/05/2022,11/05/2023
Maize,7,36.92230288,-0.798802505,training,12/05/2022,12/05/2023
Bananas,20,36.90882736,-0.793197219,training,13/05/2022,13/05/2023
Tea,29,36.90854601,-0.79308715,training,14/05/2022,14/05/2023
Tomato,36,36.89718534,-0.790258903,training,15/05/2022,15/05/2023
Napier,19,36.8959481,-0.788405975,training,16/05/2022,16/05/2023
Avocado,8,36.89388091,-0.787454789,training,17/05/2022,17/05/2023
Maize,7,36.89005381,-0.784168019,training,18/05/2022,18/05/2023
Napier,19,36.8769444,-0.786515376,training,19/05/2022,19/05/2023
Napier,19,36.87126,-0.7834218,training,20/05/2022,20/05/2023
Maize,7,36.84937532,-0.773188182,training,21/05/2022,21/05/2023
Maize,7,36.84911162,-0.77098209,training,22/05/2022,22/05/2023
Avocado,8,36.8523513,-0.772964512,training,23/05/2022,23/05/2023
Maize,7,36.85530728,-0.775567323,training,24/05/2022,24/05/2023
Maize,7,36.85303408,-0.773051626,training,25/05/2022,25/05/2023
Cabbage,27,37.0363886,-0.9864681,training,26/05/2022,26/05/2023
Tomatoes,34,37.0384191,-0.9881685,training,27/05/2022,27/05/2023
Pineapple,37,37.0824554,-1.0256117,training,28/05/2022,28/05/2023
Pigeon Peas,38,37.16005485,-1.015276057,training,29/05/2022,29/05/2023
Sweet Potato,23,37.1717637,-1.0228288,training,30/05/2022,30/05/2023
Beans,12,37.18029944,-1.021126189,training,31/05/2022,31/05/2023
Rosemary,39,37.1554953,-1.0140753,training,01/06/2022,01/06/2023
Beans,12,37.15753294,-1.014254859,training,02/06/2022,02/06/2023
Beans,12,37.15648865,-1.009496965,training,03/06/2022,03/06/2023
Beans,12,37.1554509,-1.0111602,training,04/06/2022,04/06/2023
Beans,12,37.179962,-1.020579182,training,05/06/2022,05/06/2023
Beans,12,37.18500228,-1.024230631,training,06/06/2022,06/06/2023
Beans,12,37.1821883,-1.0202833,training,07/06/2022,07/06/2023
Beans,12,37.1823292,-1.0204369,training,08/06/2022,08/06/2023
Beans,12,37.0737522,-0.9681,training,09/06/2022,09/06/2023
Beans,12,37.0762775,-0.9665924,training,10/06/2022,10/06/2023
Beans,12,37.079461,-0.9643992,training,11/06/2022,11/06/2023
Napier,19,36.9720698,-0.9332258,training,12/06/2022,12/06/2023
Beans,12,36.9314045,-0.9241686,training,13/06/2022,13/06/2023
Sweet Potato,23,36.932578,-0.9190456,training,14/06/2022,14/06/2023
Kales,28,36.9031511,-0.8499564,training,15/06/2022,15/06/2023
Beans,12,36.8888189,-0.8655143,training,16/06/2022,16/06/2023
Spinach,40,36.9033988,-0.8499308,training,17/06/2022,17/06/2023
Macadamia,10,36.9380132,-0.9184148,training,18/06/2022,18/06/2023
Bananas,20,37.12216288,-0.925708834,training,19/06/2022,19/06/2023
Potatoes,15,37.11368059,-0.922818336,training,20/06/2022,20/06/2023
Beans,12,37.10931737,-0.923534129,training,21/06/2022,21/06/2023
Mango,11,37.10154772,-0.92584911,training,22/06/2022,22/06/2023
Maize,7,37.00572094,-0.885117677,training,23/06/2022,23/06/2023
Arrowroot,16,37.00857418,-0.888011192,training,24/06/2022,24/06/2023
Coffee,18,36.95232656,-0.856562903,training,25/06/2022,25/06/2023
Avocado,8,36.94095445,-0.862225678,training,26/06/2022,26/06/2023
Napier,19,36.94469301,-0.853862854,training,27/06/2022,27/06/2023
Napier,19,36.9714736,-0.6816482,training,28/06/2022,28/06/2023
Cabbage,27,36.9380003,-0.686399112,training,29/06/2022,29/06/2023
Napier,19,36.95988199,-0.670191146,training,30/06/2022,30/06/2023
Napier,19,36.9236743,-0.6757263,training,01/07/2022,01/07/2023
Napier,19,37.146982,-0.7184039,training,02/07/2022,02/07/2023
Napier,19,37.1468084,-0.7183723,training,03/07/2022,03/07/2023
Bananas,20,37.15655795,-0.715417657,training,04/07/2022,04/07/2023
Beans,12,37.15908356,-0.734093015,training,05/07/2022,05/07/2023
Arrowroot,16,37.1592387,-0.7341154,training,06/07/2022,06/07/2023
Beans,12,37.15898442,-0.732455594,training,07/07/2022,07/07/2023
Beans,12,37.2077507,-0.7252916,training,08/07/2022,08/07/2023
Beans,12,37.204381,-0.7123285,training,09/07/2022,09/07/2023
Beans,12,37.1757505,-0.7361564,training,10/07/2022,10/07/2023
Beans,12,37.20565618,-0.723262029,training,11/07/2022,11/07/2023
Beans,12,37.2198839,-0.7233533,training,12/07/2022,12/07/2023
Beans,12,37.1978598,-0.7085912,training,13/07/2022,13/07/2023
Beans,12,37.17656582,-0.72387709,training,14/07/2022,14/07/2023
Beans,12,37.1752226,-0.7184042,training,15/07/2022,15/07/2023
Beans,12,37.17516142,-0.718430135,training,16/07/2022,16/07/2023
Beans,12,37.1750159,-0.718549,training,17/07/2022,17/07/2023
Kunde,31,37.1748399,-0.7184414,training,18/07/2022,18/07/2023
Pumpkin,17,37.1748315,-0.7183995,training,19/07/2022,19/07/2023
Beans,12,37.1784132,-0.7163049,training,20/07/2022,20/07/2023
Beans,12,37.1678641,-0.7397209,training,21/07/2022,21/07/2023
Beans,12,37.1253374,-0.8000658,training,22/07/2022,22/07/2023
Beans,12,37.1275601,-0.9444551,training,23/07/2022,23/07/2023
Beans,12,37.1274611,-0.9438326,training,24/07/2022,24/07/2023
Beans,12,37.2398614,-0.9192646,training,25/07/2022,25/07/2023
Beans,12,37.1276995,-0.9502228,training,26/07/2022,26/07/2023
Beans,12,37.1318071,-0.9543445,training,27/07/2022,27/07/2023
Beans,12,37.2259299,-0.9231059,training,28/07/2022,28/07/2023
Beans,12,37.1159565,-0.800175,training,29/07/2022,29/07/2023
Beans,12,37.14247362,-0.946399168,training,30/07/2022,30/07/2023
Beans,12,37.223818,-0.9224323,training,31/07/2022,31/07/2023
Beans,12,37.2234448,-0.9225448,training,01/08/2022,01/08/2023
Beans,12,37.1460241,-0.944124471,training,02/08/2022,02/08/2023
Beans,12,37.148685,-0.9471933,training,03/08/2022,03/08/2023
Beans,12,37.2491152,-0.8358573,training,04/08/2022,04/08/2023
Beans,12,37.1534,-0.9452,training,05/08/2022,05/08/2023
Beans,12,37.1535288,-0.9450473,training,06/08/2022,06/08/2023
Yams,30,37.2383776,-0.9215983,training,07/08/2022,07/08/2023
Beans,12,37.16885906,-0.953296564,training,08/08/2022,08/08/2023
Beans,12,37.1688234,-0.9540274,training,09/08/2022,09/08/2023
Spinach,40,37.124569,-0.8124241,training,10/08/2022,10/08/2023
Beans,12,37.1805568,-0.9547347,training,11/08/2022,11/08/2023
Beans,12,37.2514249,-0.897177,training,12/08/2022,12/08/2023
Beans,12,37.1222331,-0.9096711,training,13/08/2022,13/08/2023
Pumpkin,17,37.2512432,-0.9185494,training,14/08/2022,14/08/2023
Beans,12,37.2731997,-0.9393587,training,15/08/2022,15/08/2023
Macadamia,10,37.2609088,-0.9551754,training,16/08/2022,16/08/2023
Beans,12,37.2583984,-0.8964471,training,17/08/2022,17/08/2023
Beans,12,37.2647719,-0.896962,training,18/08/2022,18/08/2023
Pumpkin,17,37.271295,-0.8965273,training,19/08/2022,19/08/2023
Pawpaw,14,37.2827531,-0.9141292,training,20/08/2022,20/08/2023
Thoroko,41,37.2405445,-0.8214481,training,21/08/2022,21/08/2023
Beans,12,37.2544847,-0.8202114,training,22/08/2022,22/08/2023
Beans,12,37.2582045,-0.8107229,training,23/08/2022,23/08/2023
Beans,12,37.23479,-0.820235,training,24/08/2022,24/08/2023
Beans,12,37.2250718,-0.8358333,training,25/08/2022,25/08/2023
Beans,12,37.2229054,-0.8378986,training,26/08/2022,26/08/2023
Beans,12,37.17054747,-0.950435352,training,27/08/2022,27/08/2023
Beans,12,37.1831997,-0.9574366,training,28/08/2022,28/08/2023
Beans,12,37.1996072,-0.9760654,training,29/08/2022,29/08/2023
Tomatoes,34,37.1932412,-0.9712952,training,30/08/2022,30/08/2023
Beans,12,37.1818458,-0.9585115,training,31/08/2022,31/08/2023
Bananas,20,36.9014319,-0.6127004,training,01/09/2022,01/09/2023
Potatoes,15,36.8933581,-0.6120589,training,02/09/2022,02/09/2023
Macadamia,10,37.0339478,-0.6145713,training,03/09/2022,03/09/2023
